-122.39488	37.75134	0	1213084687
-122.39527	37.75136	0	1213084659
-122.3946	37.75199	0	1213084540
-122.39346	37.7508	0	1213084489
-122.39256	37.75015	0	1213084237
-122.39227	37.75454	0	1213084177
-122.3925	37.75901	0	1213084172
-122.39788	37.77053	0	1213084092
-122.39382	37.77669	0	1213084032
-122.38844	37.78194	0	1213083971
-122.38909	37.78999	0	1213083910
-122.39609	37.79728	0	1213083855
-122.40239	37.79838	0	1213083811
-122.40647	37.79779	0	1213083736
-122.40646	37.79779	1	1213083715
-122.40521	37.79657	1	1213083655
-122.40471	37.79305	1	1213083600
-122.40405	37.78945	1	1213083535
-122.40859	37.78833	1	1213083475
-122.41527	37.7874	1	1213083415
-122.41689	37.78719	0	1213083384
-122.42106	37.78477	0	1213083323
-122.42184	37.7799	0	1213083263
-122.42273	37.77499	0	1213083203
-122.42452	37.7748	0	1213083147
-122.43021	37.77403	0	1213083083
-122.4375	37.77305	0	1213083023
-122.43918	37.77385	0	1213082971
-122.43739	37.77407	0	1213082917
-122.43733	37.77391	0	1213082848
-122.43733	37.774	0	1213082783
-122.43716	37.77383	0	1213082723
-122.43646	37.77514	0	1213082663
-122.43732	37.77275	0	1213082602
-122.43716	37.77209	0	1213082601
-122.43719	37.77208	1	1213082570
-122.43661	37.77134	1	1213082522
-122.43018	37.77086	1	1213082409
-122.429	37.76873	1	1213082355
-122.429	37.76873	0	1213082340
-122.42852	37.76776	0	1213082275
-122.43302	37.76417	0	1213082215
-122.43499	37.76077	0	1213082154
-122.43497	37.76054	0	1213082094
-122.43499	37.76056	0	1213082034
-122.43495	37.76046	0	1213081973
-122.43456	37.7577	0	1213081930
-122.43266	37.75879	0	1213081880
-122.43265	37.75878	1	1213081869
-122.43262	37.75891	1	1213081831
-122.43006	37.75956	1	1213081771
-122.42867	37.76356	1	1213081721
-122.42895	37.76693	1	1213081664
-122.42562	37.77018	1	1213081607
-122.42241	37.77275	1	1213081542
-122.41992	37.77466	1	1213081541
-122.40962	37.78294	1	1213081540
-122.4032	37.78734	1	1213081539
-122.39951	37.78881	1	1213081170
-122.39825	37.78974	0	1213081140
-122.40039	37.79127	0	1213081080
-122.40264	37.79212	0	1213081025
-122.40351	37.79197	0	1213080962
-122.40346	37.79175	0	1213080947
-122.40356	37.79183	0	1213080876
-122.40356	37.79177	0	1213080818
-122.40369	37.79153	0	1213080766
-122.40352	37.79189	0	1213080701
-122.40354	37.7919	0	1213080636
-122.4036	37.79181	0	1213080575
-122.40419	37.79142	0	1213080516
-122.40321	37.78734	0	1213080468
-122.40442	37.78466	0	1213080393
-122.40865	37.7845	0	1213080272
-122.41108	37.7843	0	1213080218
-122.41267	37.78431	0	1213080152
-122.41267	37.78431	0	1213080135
-122.41267	37.78431	0	1213080073
-122.41268	37.78432	0	1213080013
-122.41268	37.78434	0	1213079952
-122.41266	37.78434	0	1213079892
-122.41267	37.78434	0	1213079831
-122.41268	37.78435	0	1213079770
-122.41267	37.78436	0	1213079709
-122.41264	37.78435	0	1213079650
-122.41265	37.78439	0	1213079591
-122.41266	37.78439	0	1213079529
-122.41262	37.78431	0	1213079468
-122.41264	37.78433	0	1213079409
-122.41262	37.78433	0	1213079346
-122.41264	37.7843	0	1213079286
-122.41264	37.78431	0	1213079225
-122.41263	37.78432	0	1213079165
-122.41261	37.78436	0	1213079105
-122.41262	37.78434	0	1213079044
-122.4126	37.78435	0	1213078985
-122.41264	37.78429	0	1213078922
-122.41263	37.78429	0	1213078861
-122.41262	37.78428	0	1213078801
-122.41266	37.78427	0	1213078740
-122.41272	37.78423	0	1213078680
-122.41276	37.78416	0	1213078620
-122.41272	37.7842	0	1213078598
-122.41301	37.78528	0	1213078538
-122.41358	37.78782	0	1213078478
-122.41363	37.79048	0	1213078418
-122.40732	37.79122	0	1213078358
-122.40731	37.79108	1	1213078356
-122.40731	37.79106	0	1213078350
-122.40717	37.79042	1	1213078348
-122.40713	37.7904	1	1213078307
-122.4106	37.78987	1	1213078247
-122.41188	37.78861	1	1213078189
-122.41499	37.78709	1	1213078127
-122.41304	37.78711	1	1213078088
-122.4115	37.78705	0	1213078050
-122.41148	37.78707	1	1213078043
-122.41159	37.78707	1	1213078005
-122.41003	37.78714	1	1213077956
-122.41063	37.79059	1	1213077876
-122.4095	37.79295	1	1213077815
-122.41011	37.79649	1	1213077756
-122.41091	37.80049	1	1213077708
-122.41116	37.80164	1	1213077634
-122.41186	37.80509	1	1213077580
-122.40998	37.80838	1	1213077504
-122.40917	37.80819	0	1213077450
-122.40351	37.80477	0	1213077331
-122.40229	37.79841	0	1213077274
-122.41015	37.79742	0	1213077212
-122.41945	37.79615	0	1213077151
-122.4219	37.79591	0	1213077135
-122.42328	37.79565	0	1213077078
-122.42217	37.79501	0	1213077017
-122.42217	37.79501	1	1213077015
-122.42169	37.79538	1	1213076970
-122.41125	37.79725	1	1213076909
-122.41034	37.79767	1	1213076862
-122.41095	37.80047	1	1213076790
-122.41119	37.80118	1	1213076688
-122.41113	37.80156	1	1213076658
-122.40998	37.80839	1	1213076544
-122.40915	37.80819	0	1213076525
-122.41109	37.80689	0	1213076455
-122.41767	37.80563	0	1213076399
-122.41767	37.80563	1	1213076397
-122.41931	37.80584	1	1213076354
-122.42497	37.80407	1	1213076299
-122.42927	37.80071	1	1213076163
-122.43464	37.79997	1	1213076103
-122.44082	37.79915	1	1213076042
-122.44242	37.79896	0	1213076018
-122.44502	37.79875	0	1213075960
-122.44856	37.7977	0	1213075908
-122.45167	37.79686	0	1213075858
-122.45166	37.79687	1	1213075833
-122.45119	37.79765	1	1213075799
-122.44631	37.79863	1	1213075740
-122.4428	37.79903	1	1213075670
-122.43108	37.80029	1	1213075549
-122.43027	37.79546	1	1213075439
-122.42846	37.7942	1	1213075370
-122.42406	37.79131	1	1213075247
-122.4207	37.79158	1	1213075187
-122.41742	37.79199	1	1213075127
-122.41361	37.79247	1	1213075067
-122.41056	37.79186	1	1213075007
-122.41227	37.79163	0	1213074966
-122.41153	37.78789	0	1213074907
-122.41153	37.78788	1	1213074904
-122.41177	37.78793	1	1213074881
-122.412	37.78797	1	1213074820
-122.41631	37.78737	1	1213074759
-122.42001	37.78719	1	1213074699
-122.42182	37.78664	1	1213074639
-122.42191	37.78007	1	1213074565
-122.42097	37.7761	1	1213074495
-122.42096	37.77485	1	1213074445
-122.42252	37.77224	1	1213074393
-122.42217	37.76961	1	1213074328
-122.4219	37.76461	1	1213074253
-122.42173	37.7631	1	1213074229
-122.42149	37.76062	1	1213074168
-122.42098	37.75573	1	1213074125
-122.41889	37.75662	1	1213074046
-122.4189	37.75663	0	1213074040
-122.41918	37.75869	0	1213073985
-122.41947	37.76252	0	1213073931
-122.41985	37.7667	0	1213073879
